ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,Cluster,PCA1,PCA2
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,99.488,2,0.2,8.7052,0,-0.47995104004329675,-0.3846135179622819
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,14.62,2,0.0,6.8714,0,-0.3104067038613867,-1.108565712898404
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,53.984,14,0.2,17.5448,1,1.0523537870499118,2.994113170737893
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,389.97,3,0.0,132.5898,0,0.5578071452678596,-0.7985062743545984
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Furniture,Furnishings,355.36,4,0.0,92.3936,0,0.5392661088432051,-0.4936295220000474
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Technology,Phones,140.376,3,0.2,8.7735,0,-0.3080402138753903,-0.08686994057412263
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544,0,-0.5750722504346388,-0.4112354109587391
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,8.448,2,0.2,2.64,0,-0.5908164007404684,-0.4114018342710209
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0,-0.3139380083460815,-1.1086043712010498
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,57.408,6,0.2,5.7408,1,-0.013468871281457727,0.737139966722132
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,27.6,4,0.0,2.208,0,-0.05096837747069175,-0.5331411103354301
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,38.976,3,0.6,-50.6688,3,-1.1032546678359723,1.3187741447498464
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Fasteners,20.44,7,0.0,9.198,1,0.34982134080964666,0.30903354166830355
Standard Class,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.92,2,0.0,53.8608,0,-0.08072691410962145,-1.1143747702124494
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Binders,6.38,1,0.0,2.9348,0,-0.4594565715186923,-1.3916689613380744
Standard Class,Consumer,United States,Broken Arrow,Oklahoma,74012,Central,Office Supplies,Paper,6.48,1,0.0,3.1104,0,-0.4588624604466467,-1.3917802510913584
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Paper,15.84,3,0.0,7.128,0,-0.17888689265668622,-0.8248524260814959
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Technology,Phones,1049.93,7,0.0,293.9804,1,2.207963797866902,0.4318807259649186
Standard Class,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Appliances,154.9,5,0.0,40.274,1,0.3163143250623661,-0.23682555535418162
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,98.352,3,0.2,35.6526,0,-0.27623645266789953,-0.12395595922438192
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Fasteners,14.32,5,0.2,5.191,1,-0.18899522332300733,0.43902802237388777
Same Day,Consumer,United States,Apopka,Florida,32712,South,Furniture,Furnishings,129.888,6,0.2,12.9888,1,0.08155887491432141,0.7564519289188698
Same Day,Consumer,United States,Apopka,Florida,32712,South,Office Supplies,Envelopes,48.944,7,0.2,16.5186,1,0.13747820168129807,1.0087028885493015
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,275.058,3,0.3,-90.3762,0,-0.5774355824848247,0.39071801334945017
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,27.36,9,0.0,9.3024,1,0.6163391100289746,0.8783674507060316
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,44.75,5,0.0,20.585,1,0.14764615341608203,-0.25894962392571796
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,134.99,1,0.0,36.4473,0,-0.23309772040671606,-1.3746028083150748
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,26.4,5,0.0,12.672,1,0.1065941453823449,-0.2587763085625956
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,542.94,3,0.0,141.1644,0,0.7395692590119655,-0.7521487896847037
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Tables,71.088,2,0.2,-1.7772,0,-0.5385534111254582,-0.3858149328749788
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638,3,-0.5772079747339243,3.704689922653699
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.456,1,0.8,-23.548,3,-1.575051878902216,1.4160562055414254
Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,11.84,1,0.2,4.44,0,-0.7118288789319354,-0.695215141900715
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0.0,17.5812,1,0.2596423700960479,0.023950502209682183
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,40.752,3,0.2,15.282,0,-0.39260506590111766,-0.1271335111876618
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,139.96,5,0.2,-22.7435,1,-0.1375000023136348,0.506236902629241
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,2.624,1,0.2,0.2952,0,-0.7329236436220038,-0.6949859815677549
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,136.53,1,0.4,-52.3365,0,-1.0041658110165652,0.09148302256508488
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,263.96,1,0.2,42.8935,0,-0.3442550677578854,-0.6390682583591398
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,11.64,3,0.0,3.3756,0,-0.19371054686416292,-0.8231958189781915
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,40.176,3,0.2,14.5638,0,-0.3952072292588066,-0.12673674584975672
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,79.44,3,0.0,30.1872,0,-0.04881221339393568,-0.8218158730300061
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,357.93,3,0.0,7.1586,0,0.1740639985981103,-0.7052356824684236
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,21.294,0,-0.28448093277638764,-0.7331089584025164
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,2799.944,7,0.2,1014.9797,1,5.766734779205947,1.1391802696526176
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,0,-0.16901355624551637,-0.8254284913107409
Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,36.792,1,0.2,4.1391,0,-0.686932215619926,-0.6862378225275428
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,5.94,3,0.0,1.6038,0,-0.2045438760617939,-0.8237135345808915
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,177.55,5,0.0,47.9385,1,0.3611069940134709,-0.2352880080713383
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5,0.0,111.591,1,0.995408401025154,-0.13358194630767092
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,29.16,3,0.0,8.4564,0,-0.161433249596773,-0.8213003748545539
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7,0.0,27.2412,1,0.4389702700331809,0.30712691004327075
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,29.403,3,0.1,5.2272,0,-0.3013174815056453,-0.47062667939598446
Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.4,5,0.0,21.164,1,0.18706940499343916,-0.246613958021192
First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,8.72,5,0.2,2.289,1,-0.2028853364267087,0.43948666556535626
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,91.176,3,0.2,4.5588,0,-0.3705738501799627,-0.10056652413478032
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,159.968,4,0.2,29.994,0,-0.09895660282547085,0.1858071535137367
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0,-0.3139380083460815,-1.1086043712010498
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,331.536,3,0.2,-82.884,0,-0.36712477143696054,0.05633105800806272
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,899.91,9,0.0,395.9604,1,2.5974328591064264,0.8614706777319842
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,946.344,7,0.2,118.293,1,1.347696721568068,1.2377870939938416
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,178.11,3,0.0,32.0598,0,0.05820136272473041,-0.7888668779919413
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,1089.75,3,0.0,305.13,0,1.762035497977174,-0.6974809212235096
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,61.06,2,0.0,28.0876,0,-0.20318539565440402,-1.109995579875439
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,459.92,4,0.0,41.3928,0,0.504526117692449,-0.414580376558449
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,27.52,4,0.0,12.6592,0,-0.021830317176994202,-0.541874275934458
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9,0.0,185.2578,1,1.7390140920234392,0.9456592060712671
First Class,Corporate,United States,Milford,Connecticut,6460,East,Office Supplies,Supplies,30.69,3,0.0,7.9794,0,-0.16118870432555626,-0.8203679633741745
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,25.16,2,0.0,8.5544,0,-0.2948291982321492,-1.1062812955300556
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,13.92,3,0.2,4.872,0,-0.44938762362256124,-0.12784683987685977
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.36,2,0.0,9.2928,0,-0.2987473922679278,-1.108924822366413
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,19.3,2,0.0,5.79,0,-0.3086027841940856,-1.1060281965608072
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,38.376,3,0.2,13.4316,0,-0.4002294522096284,-0.12642322537669334
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,12.96,2,0.0,6.3504,0,-0.3135756588368428,-1.1087123197779756
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,26.48,1,0.0,10.0624,0,-0.41879534616278646,-1.3905760449977802
First Class,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,532.72,2,0.2,53.272,0,0.09153175168843565,-0.2702166866860881
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,26.72,4,0.0,12.8256,0,-0.022190277135181985,-0.5422926678161025
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,20.04,3,0.0,9.6192,0,-0.16758943598818946,-0.8254585336074938
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,795.48,7,0.0,7.9548,1,1.1457981002101472,0.5811308013757525
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,21.56,7,0.0,6.8992,1,0.3445493888393381,0.31134000394578965
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,249.584,2,0.2,31.198,0,-0.26223946438062656,-0.3508541608160251
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,68.112,3,0.2,17.8794,0,-0.35712117768886975,-0.11972812018698764
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,16.56,3,0.2,-2.484,0,-0.4672311572068875,-0.12079644752155802
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,74.95,5,0.0,36.7255,1,0.22392474161467668,-0.26183151701933227
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,355.455,3,0.5,-184.8366,3,-1.0208213482853457,1.1933134837620043
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,44.4,3,0.0,22.2,0,-0.10728738838482244,-0.8274178985123714
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,20.65,5,0.0,9.499,1,0.09179161677960118,-0.25814440042341846
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,866.4,4,0.0,225.264,1,1.4378963666938778,-0.4255714907218295
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2,0.0,1.4456,0,-0.3349221112705572,-1.1072150015527056
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532,3,-1.1550569928210355,2.2504489271325276
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,1999.96,5,0.2,624.9875,1,3.5920827346003366,0.6172327101543473
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,46.152,3,0.2,12.1149,0,-0.39588988990196833,-0.12260692697129223
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,32.985,3,0.5,-1.9791,3,-0.8421961726935744,0.9282244371869046
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,481.32,4,0.0,125.1432,0,0.7607584915898995,-0.47685473016417484
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,6.384,1,0.2,2.1546,0,-0.7238465001698815,-0.6952197249630551
First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,542.94,3,0.0,152.0232,0,0.769929450762897,-0.7611934810976894
First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,54.92,4,0.0,19.7712,0,0.026317231396787356,-0.5382152707220295
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10,0.1,209.274,1,2.640112575562763,1.8403431923084435
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,353.88,6,0.0,17.694,1,0.5879742849858962,0.13507356473388452
Standard Class,Consumer,United States,Redding,California,96003,West,Technology,Phones,333.576,3,0.2,25.0182,0,-0.06333602972003628,-0.03283116057441461
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,60.144,6,0.2,20.2986,1,0.030055559392119385,0.7259711290490427
Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,85.2,6,0.2,20.235,1,0.055722967214172955,0.7347871654399722
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,3.15,1,0.0,1.512,0,-0.466766327874811,-1.3916135163443806
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,22.72,4,0.0,10.224,0,-0.03359010219557951,-0.5415246562850292
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,14.91,3,0.0,4.6221,0,-0.1868524489187915,-0.8230904276960748
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,1158.12,4,0.0,335.8548,1,2.048006681064415,-0.41566073463066955
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,599.99,1,0.0,233.9961,0,0.7988771168967725,-1.3765197662580395
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,23.968,2,0.2,2.3968,0,-0.5754875078672352,-0.40577131405246186
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,638.288,7,0.2,-31.9144,1,0.6099715293501627,1.2551611149294704
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,13.208,1,0.2,4.6228,0,-0.7099066971793166,-0.6948889596822915
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,15.528,3,0.2,5.823,0,-0.44507006668728316,-0.12807658214451867
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,104.85,1,0.0,50.328,0,-0.22537794425789992,-1.396705685643978
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,30.48,3,0.0,7.9248,0,-0.16155797552575324,-0.8203959302389373
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,112.648,1,0.2,11.2648,0,-0.5887640697339003,-0.6656432731593077
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,71.976,3,0.2,24.2919,0,-0.3352067155602511,-0.12371793412854876
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Art,2.21,1,0.0,0.5967,0,-0.47029502991404953,-1.3911798842264484
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Envelopes,15.52,4,0.0,7.4496,0,-0.048773855271950925,-0.5417318782767172
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Paper,36.44,4,0.0,16.398,0,-0.002176014178675093,-0.5418687867866505
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,217.764,6,0.7,-384.7164,3,-1.5952755158429452,2.857943745791437
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Supplies,39.072,6,0.2,4.3956,1,-0.03614348226478044,0.7318476177565325
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,22.638,7,0.7,-16.6012,3,-0.6377879905244892,2.766584295877003
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,95.144,7,0.2,10.7037,1,0.16887551644802937,1.0297042753866452
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,12.32,5,0.2,1.848,1,-0.20040493653042196,0.4411130511625577
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.419,3,0.7,-3.0933,3,-1.1369898475529867,1.6149598297231835
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Fasteners,35.0,7,0.0,16.8,1,0.386094442380233,0.3077937585744255
First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Chairs,72.784,1,0.2,0.0,0,-0.661379057518451,-0.6702024069794159
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Appliances,97.84,2,0.0,25.4384,0,-0.17265379529830444,-1.094925562122614
First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Furnishings,51.75,1,0.0,15.525,0,-0.3774564580078598,-1.3862881384148074
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Binders,46.672,2,0.2,16.3352,0,-0.5130978989052168,-0.4094406414842081
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,1395.54,9,0.0,362.8404,1,3.016074051740125,1.0623987014240501
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,117.36,4,0.0,36.3816,0,0.13716512917720766,-0.5302129737421309
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,18.9,3,0.0,8.694,0,-0.17135211721239,-0.8250866032276295
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,77.52,2,0.0,37.9848,0,-0.15853528177837123,-1.1124826147454843
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,421.372,2,0.3,-6.0196,0,-0.32020367428651775,0.0881257005511492
First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,575.968,4,0.2,43.1976,0,0.36706282478082053,0.3203008371036007
First Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,0,-0.5860713309863058,-0.41155394295681363
First Class,Consumer,United States,Thousand Oaks,California,91360,West,Technology,Phones,15.984,2,0.2,1.1988,0,-0.5870724884681149,-0.40756577263700045
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,10.272,3,0.2,1.1556,0,-0.46354123799295205,-0.12602716253399876
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,61.792,4,0.2,6.1792,0,-0.26680896281226424,0.17130738994134656
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,205.9992,3,0.32,-27.2646,0,-0.4984367571411376,0.38357729391306716
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,12.192,3,0.2,4.1148,0,-0.45328711366314267,-0.12782048939860932
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Appliances,87.168,2,0.2,8.7168,0,-0.49262666957290246,-0.3889319651171165
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,31.744,2,0.2,8.3328,0,-0.5508700729850751,-0.40799605456581434
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,132.224,4,0.2,-18.1808,0,-0.2622667448298082,0.21623054504813471
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Paper,105.52,4,0.0,48.5392,0,0.15894370181244602,-0.5444803934937678
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Furnishings,91.96,2,0.0,15.6332,0,-0.206133431174365,-1.0888149182706237
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,1487.976,3,0.2,185.997,0,1.5775075947178125,0.23682247191091663
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312,0,-0.16901355624551637,-0.8254284913107409
First Class,Consumer,United States,Tampa,Florida,33614,South,Technology,Accessories,11.672,1,0.2,-0.7295,0,-0.7264556104094206,-0.6909680325639889
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,279.96,4,0.0,78.3888,0,0.4223350044639685,-0.5083347365381318
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,12.912,3,0.2,4.6806,0,-0.45096251069744947,-0.12803995278310068
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,17.088,4,0.2,5.7672,0,-0.314072987233322,0.15601582532757788
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,93.15,9,0.0,44.712,1,0.7832033372957016,0.8718828327046121
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,11.52,4,0.0,5.6448,0,-0.057945901868140415,-0.5416275505889662
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies,238.62,2,0.0,4.7724,0,-0.08521963845033033,-1.0284758319728382
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,7.77,1,0.0,2.0979,0,-0.46036268286734994,-1.3904857394601642
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,285.48,5,0.2,-10.7055,1,0.04626079057587329,0.5471040389312533
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,19.168,4,0.2,6.4692,0,-0.30996474375590305,0.15615856109235984
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,26.136,3,0.2,1.9602,0,-0.44492795857330547,-0.12114908299984455
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,419.4,4,0.0,201.312,0,0.9098489606100357,-0.5619543496309095
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,90.801,1,0.1,14.1246,0,-0.4721971402814739,-1.0235650442833464
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,181.764,2,0.1,-8.0784,0,-0.3109025016279803,-0.6897577041934649
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,5.56,2,0.0,2.224,0,-0.3327457774897596,-1.1078633593635012
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2,0.0,104.7528,0,0.5484709421751214,-0.9916737561683765
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,29.98,1,0.0,8.0946,0,-0.4206868864811632,-1.3877129057804563
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,519.96,4,0.0,176.7864,0,0.94500516453955,-0.5063563221455756
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,6.264,3,0.2,2.0358,0,-0.46521452706895167,-0.12816206739634525
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Chairs,363.92,5,0.2,0.0,1,0.1571031155265527,0.5656205677406503
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,64.2,5,0.7,-42.8,3,-0.9272541553687946,2.235941414960672
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,38.52,3,0.7,-26.964,3,-1.1685549659775492,1.6467690595655191
Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,72.6,5,0.2,-8.1675,1,-0.16622860799473427,0.47053759709143395
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,57.568,4,0.2,5.7568,0,-0.272347003650164,0.17018192459478168
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,83.7,5,0.0,3.348,1,0.13962997774841318,-0.23096996062604372
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,32.4,5,0.0,15.552,1,0.12083534795561399,-0.25907673153012345
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,47.98,2,0.0,11.0354,0,-0.26435375694495955,-1.1003667660000227
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,415.968,4,0.2,51.996,0,0.22662256350301369,0.25701408022584155
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,304.9,5,0.0,6.098,1,0.3754861988622757,-0.15589825837197488
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,80.96,4,0.0,29.1456,0,0.07938740128646536,-0.5369163462685538
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,777.21,7,0.0,54.4047,1,1.2568222087866106,0.5360512494695934
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,32.4,5,0.0,15.552,1,0.12083534795561399,-0.25907673153012345
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,225.568,2,0.2,2.8196,0,-0.36635529228116687,-0.3356160872302164
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,36.6,3,0.0,15.372,0,-0.1344235280147329,-0.8244585723332929
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,715.64,2,0.0,178.91,0,0.8936982802367355,-1.0066888823721758
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3,0.0,143.1918,0,1.005763267227207,-0.6655038934939609
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,549.99,1,0.0,274.995,0,0.8619312892495649,-1.4281562010714557
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,74.76,3,0.0,34.3896,0,-0.04189010822841392,-0.8269529843412583
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,29.22,3,0.0,12.8568,0,-0.1490682518103327,-0.8249446445077574
